Absolute (scaled and unscaled) effects; first averaged outputs of 3 replicates.

 Unscaled absolute effects:
FieldRFR:
1					2					3					4					5					6					7					8					9					10					11					12					13					14					15					16					17					18					
19					20					21					22					23					24					25					26					27					28					29					30					31
1.420672735e-02	2.397889131e-03	4.929586988e-03	6.454106496e-07	4.195860910e-05	2.352896182e-05	4.364651650e-05	1.540894181e-05	3.704233843e-05	1.387659839e-04	7.581447978e-02	1.795646851e-03	2.733375568e-02	1.542699348e-03	1.923541137e-04	1.025045815e-03	2.824919229e-03	8.829964783e+00	1.188812029e-03	2.407728407e-04	1.070662350e-02	2.546278603e-04	7.924526055e-02	1.946515189e-02	3.972401177e-01	1.279017294e-02	2.490640635e-03	4.003848202e-05	1.452083967e-03	7.934337481e-02	4.792926968e-02
3.919288227e-01	2.936896421e-03	6.461338886e-03	7.814894327e-07	3.621544361e-05	1.606700965e-05	2.274347812e-05	1.135707130e-05	1.271287635e-04	7.389708444e-05	1.146055169e-02	2.217314865e-03	2.412667015e-02	9.692469856e-04	1.133163002e-04	3.581950858e-04	2.132752331e-04	8.728502145e-02	4.683027058e-04	1.349320963e-06	1.136322382e-03	6.785130895e-04	9.409924263e-03	3.369511412e-03	3.050580813e-01	2.930691961e-02	2.548811805e-03	8.372621087e-05	1.417233097e-03	2.101422580e-01	8.800713574e-03
1.289786885e-02	2.252512870e-03	9.550896980e-03	3.389075133e-07	6.509077322e-05	2.607780787e-05	5.965821668e-05	1.248731396e-05	8.653619321e-05	2.101019849e-04	1.104820967e-02	1.164326371e-02	2.258195842e-02	1.404589652e-04	6.612578201e-05	1.911835480e-04	9.120791486e-05	1.450495863e-01	2.584644442e-04	2.323621247e-05	6.429776582e-03	5.619201449e-04	2.984034536e-03	1.844411832e-02	1.848261781e-01	6.955917866e-02	7.945854726e-03	1.066950009e-04	1.838499317e-03	3.587114066e-01	3.781168201e-02
1.555415891e-01	1.260404615e-04	8.924975233e-04	2.070487751e-06	6.767067441e-06	2.238316073e-05	3.465366736e-05	1.469061316e-04	1.637953495e-04	2.344522415e-04	5.786983992e-01	1.184628655e-02	5.607666227e-03	1.213129441e-02	5.970835686e-04	2.753295193e-04	3.024005590e-03	2.454194132e+00	1.097576025e-03	2.745536457e-04	1.558468418e-03	1.577648123e-04	1.067479700e-01	6.472832045e-02	1.748176765e+01	2.973878193e-01	1.317023540e-02	9.384459630e-04	1.166989211e-03	1.553231901e+00	2.371767714e-01
1.444199384e-02	3.117735032e-03	6.688701798e-03	1.069605039e-07	2.253352411e-05	1.066778963e-05	7.313053197e-05	1.124009024e-05	1.262216225e-04	9.734711643e-05	3.763082179e-02	1.008556791e-03	2.792550262e-02	6.998889282e-05	7.269469483e-06	9.900729464e-04	3.764635378e-04	3.692364550e-01	1.221760682e-03	7.760933388e-06	3.090749934e-03	4.655770081e-04	3.427864741e-02	2.664620968e-03	1.256138713e+00	3.976945220e-02	1.372353780e-04	4.217163763e-05	1.628433560e-03	4.046541037e-01	3.065660581e-02
2.499247225e-01	4.707733967e-03	3.346083356e-03	3.692872031e-07	2.248377738e-05	2.531263565e-05	4.889209555e-05	2.519960676e-05	9.223786005e-05	4.150292922e-05	7.144282416e-02	2.346922156e-02	1.321598355e-02	1.598739842e-04	1.025624617e-05	2.996269284e-04	2.993002803e-04	4.246468663e-01	2.133248161e-03	1.013013392e-05	8.768609454e-03	4.967005286e-04	1.421690114e-01	5.190036622e-02	8.506825290e-01	1.285981757e-01	9.284548795e-03	1.140852038e-04	1.629764019e-03	2.573750774e-01	1.108428706e-01
3.393111495e-02	4.156376620e-03	8.784324443e-03	4.912039293e-08	3.092509873e-05	1.104297942e-05	6.005609962e-05	7.815243866e-06	2.749304672e-04	1.032571513e-04	1.948916573e-01	1.551821082e-02	1.152747680e-02	5.940080380e-04	1.476906062e-04	1.508946303e-03	1.898897262e-02	4.363093461e+00	6.913513485e-04	1.039191882e-05	1.078174349e-02	7.616614466e-04	9.972593324e-03	2.307313271e-02	4.727556060e-02	4.242474012e-02	1.465072123e-02	2.858048029e-04	3.041599216e-03	2.814600503e-03	5.892661044e-02
1.047072221e-01	1.625474453e-03	1.310360187e-02	1.130233057e-07	3.290052784e-05	2.538043405e-05	3.182996068e-07	1.937462113e-05	4.783599633e-05	1.352530301e-04	2.680513998e-02	1.546984239e-03	7.984861730e-03	6.386960277e-04	7.022092839e-05	2.537525009e-04	3.028901546e-05	7.090705806e-02	1.845925901e-03	2.178828689e-05	1.516907078e-02	3.787993801e-04	9.957674098e-02	1.949183978e-02	8.339022073e-02	2.919330281e-02	3.423682092e-03	3.203193179e-04	9.554651851e-04	2.219825168e+01	4.133925927e-01
3.294264540e-03	6.110170636e-04	4.669088886e-03	1.695494705e-07	9.831939373e-06	1.832692031e-05	2.776830846e-05	9.779027016e-05	9.065987374e-05	3.909722025e-04	1.094450065e-01	1.442610342e-02	2.783389021e-02	1.869810938e-04	1.137320992e-05	1.235804652e-04	5.454403333e-05	7.781511599e-02	2.137251325e-04	1.045964105e-05	7.309768764e-04	5.696909255e-04	5.575675047e-02	2.854808963e-02	3.327385568e-01	7.786830736e-02	3.958454173e-04	5.188360683e-05	6.008384181e-04	2.241128279e-01	1.125000576e-01
9.476373821e-02	8.864892792e-04	4.710072632e-03	3.118576947e-07	2.750432300e-06	2.480605411e-05	8.414014544e-06	3.981502087e-06	9.050468346e-05	5.991692250e-05	5.056106204e-02	3.851669552e-04	2.904666910e-02	9.186094848e-04	1.054318756e-04	4.221726269e-04	9.807337300e-03	3.899161666e+00	2.232758746e-03	1.539157147e-05	9.442773596e-03	6.728679635e-04	6.098408024e-02	7.059568792e-03	9.834691482e-01	5.825202420e-04	2.117795643e-03	1.833228074e-04	1.162212615e-03	2.513608870e-01	2.699364905e-02
